These are the feature importances generated by XGBoost for each product


Feature importance for ind_cco_fin_ult1 

"Feature" "Gain" "Cover" "Frequence"
"92" "ind_cco_fin_ult1_6month_ago" 0.000161528610028854 0.000420905588864939 0.00150850246845858
"93" "ind_deco_fin_ult1_1month_ago" 0.000159074795994567 0.000108781886067521 0.000822819528250137
"94" "ind_nomina_ult1_4month_ago" 0.000151398409848702 6.72561485596628e-05 0.00109709270433352
"95" "ind_ctop_fin_ult1_purchase.count" 0.00015101454358919 0.00159835790871127 0.000959956116291827
"96" "ind_cco_fin_ult1_8month_ago" 0.000150121564398872 0.000342770122202657 0.00246845858475041
"97" "birthday.month.Dec" 0.000149985028385051 0.000215098305217774 0.00370268787712562
"98" "ind_cco_fin_ult1_9month_ago" 0.000149884865384266 0.000144790425745592 0.00205704882062534
"99" "ind_ctju_fin_ult1_3month_ago" 0.000149327047004267 0.00112787757222826 0.000274273176083379
"100" "ind_cno_fin_ult1_7month_ago" 0.000143804009301413 3.47179265112684e-05 0.00219418540866703
"101" "birthday.month.May" 0.00014123363878835 0.000311477455894798 0.00301700493691717
"102" "ind_cno_fin_ult1_5month_ago" 0.000137264025542599 0.000138810234762608 0.00150850246845858
"103" "ind_recibo_ult1_9month_ago" 0.0001286685100312 0.000186265411053684 0.00219418540866703
"104" "birthday.month.Nov" 0.000125905896061523 0.000300401416334643 0.00287986834887548
"105" "birthday.month.Mar" 0.000125327111759685 0.00030149566414113 0.0026055951727921
"106" "nomprov.BIZKAIA" 0.000124494369275573 0.000899596720440072 0.00109709270433352
"107" "nomprov.SEVILLA" 0.000110232904430324 0.0004329824480057 0.00329127811300055
"108" "ind_ecue_fin_ult1_4month_ago" 0.000102899833953954 0.000194799328206118 0.0013713658804169
"109" "nomprov.VALLADOLID" 0.000100746670198344 0.000481335498396918 0.00109709270433352
"110" "ind_nomina_ult1_10month_ago" 9.89487461551205e-05 6.87272835425361e-05 0.00109709270433352
"111" "ind_empleado.N" 9.82283118193202e-05 0.00110523724487229 0.003976961053209
"112" "ind_fond_fin_ult1_purchase.count" 9.7128040530822e-05 8.39911488089719e-05 0.00150850246845858
"113" "ind_ctpp_fin_ult1_1month_ago" 9.65409687070258e-05 0.000220610612274815 0.00164563905650027
"114" "ind_cco_fin_ult1_7month_ago" 9.4445729163265e-05 2.84438356960306e-05 0.000685682940208448
"115" "birthday.month.Jan" 9.41055193635811e-05 0.000129253330977672 0.00164563905650027
"116" "ind_nom_pens_ult1_10month_ago" 9.40499518670153e-05 7.97468204892367e-05 0.00109709270433352
"117" "ind_ctma_fin_ult1_5month_ago" 9.29274686670306e-05 3.96160103773325e-05 0.000411409764125069
"118" "nomprov.VALENCIA" 8.84629837099391e-05 0.000155580905938048 0.00178277564454196
"119" "ind_valo_fin_ult1_1month_ago" 8.5649224336392e-05 0.000259332890964189 0.000959956116291827
"120" "ind_recibo_ult1_5month_ago" 8.36316757588296e-05 6.51821465486928e-05 0.00150850246845858
"121" "ind_dela_fin_ult1_5month_ago" 7.30656133127594e-05 0.000319675039223691 0.000274273176083379
"122" "ind_recibo_ult1_8month_ago" 7.22540448489663e-05 7.02940278467566e-05 0.00123422929237521
"123" "ind_viv_fin_ult1_1month_ago" 7.17608280407861e-05 0.00155535091805189 0.00191991223258365
"124" "ind_ecue_fin_ult1_5month_ago" 7.14829107001655e-05 4.75390371861989e-05 0.0013713658804169
"125" "ind_ctop_fin_ult1_5month_ago" 7.03310562206202e-05 5.4082621264128e-05 0.0013713658804169
"126" "ind_plan_fin_ult1_1month_ago" 7.0104866179244e-05 0.000129331700185993 0.000959956116291827
"127" "ind_nom_pens_ult1_9month_ago" 6.97119762494014e-05 6.81095188534328e-05 0.00109709270433352
"128" "ind_ecue_fin_ult1_3month_ago" 6.83964999180289e-05 0.000163111065707816 0.00164563905650027
"129" "ind_ecue_fin_ult1_9month_ago" 6.71939326193282e-05 0.00040416021728412 0.000411409764125069
"130" "nomprov.ALICANTE" 6.55566075373898e-05 0.000470118992393835 0.00246845858475041
"131" "ind_recibo_ult1_10month_ago" 6.51017521232203e-05 9.91381891494224e-05 0.00123422929237521
"132" "ind_tjcr_fin_ult1_5month_ago" 6.48515865357413e-05 9.2841936846308e-05 0.0013713658804169
"133" "ind_fond_fin_ult1_2month_ago" 6.22129134193962e-05 0.000195973152613059 0.000411409764125069
"134" "indrel" 6.11384489436229e-05 4.58207262210442e-05 0.000411409764125069
"135" "ind_tjcr_fin_ult1_7month_ago" 5.8541978198979e-05 4.44005493066412e-05 0.000822819528250137
"136" "ind_valo_fin_ult1_purchase.count" 5.75728895909092e-05 0.000203926998523444 0.000685682940208448
"137" "nomprov.MURCIA" 5.67914303759106e-05 0.000336698684089262 0.00109709270433352
"138" "ind_nomina_ult1_8month_ago" 5.66883904136428e-05 2.15190773650367e-05 0.000411409764125069
"139" "ind_reca_fin_ult1_1month_ago" 5.64302052309989e-05 5.95238591058431e-05 0.0013713658804169
"140" "nomprov.ASTURIAS" 5.43104620912429e-05 7.37072002187793e-05 0.000548546352166758
"141" "ind_dela_fin_ult1_7month_ago" 5.24391781314316e-05 0.000163044369811462 0.000411409764125069
"142" "ind_fond_fin_ult1_1month_ago" 5.03472161387274e-05 5.58047018521891e-05 0.000822819528250137
"143" "nomprov.CANTABRIA" 4.99272109769682e-05 0.000340360837967747 0.000959956116291827
"144" "ind_dela_fin_ult1_10month_ago" 4.88604825621812e-05 0.000260901610495172 0.000274273176083379
"145" "ind_hip_fin_ult1_1month_ago" 4.69051944485408e-05 5.78101022902809e-05 0.000822819528250137
"146" "ind_nomina_ult1_9month_ago" 4.65914287631761e-05 5.30817126592162e-05 0.000685682940208448
"147" "ind_fond_fin_ult1_5month_ago" 4.58897935237938e-05 0.000325197828892623 0.000685682940208448
"148" "ind_recibo_ult1_6month_ago" 4.52652543490808e-05 1.33432882987626e-05 0.00109709270433352
"149" "ind_plan_fin_ult1_5month_ago" 4.46662264872514e-05 0.000262744886546182 0.000411409764125069
"150" "ind_cno_fin_ult1_9month_ago" 4.07705056300735e-05 6.91073422097813e-06 0.000685682940208448
"151" "ind_ctop_fin_ult1_4month_ago" 4.0427973191232e-05 5.55706346987898e-05 0.000822819528250137
"152" "ind_ctpp_fin_ult1_3month_ago" 3.97040454022022e-05 9.59779654294456e-05 0.000274273176083379
"153" "ind_tjcr_fin_ult1_10month_ago" 3.96978804847385e-05 3.48799785661024e-05 0.000822819528250137
"154" "ind_nom_pens_ult1_5month_ago" 3.86091352507897e-05 5.11194278047435e-05 0.000548546352166758
"155" "nomprov.GIPUZKOA" 3.78638305454235e-05 0.000509013989362561 0.000959956116291827
"156" "ind_dela_fin_ult1_9month_ago" 3.5897768132992e-05 8.16531090559892e-05 0.000822819528250137
"157" "ind_tjcr_fin_ult1_8month_ago" 3.54312373536139e-05 1.1432988074275e-05 0.000548546352166758
"158" "ind_tjcr_fin_ult1_6month_ago" 3.53172253989992e-05 6.16710863895218e-05 0.000822819528250137
"159" "ind_deco_fin_ult1_6month_ago" 3.52763080354106e-05 5.46261480290554e-05 0.000274273176083379
"160" "ind_deco_fin_ult1_7month_ago" 3.30036385253192e-05 0.000332455702262137 0.00013713658804169
"161" "ind_ctpp_fin_ult1_2month_ago" 3.21144857457985e-05 5.39032066878482e-05 0.000822819528250137
"162" "nomprov.LEON" 3.19233290834949e-05 0.000752344399877442 0.00123422929237521
"163" "ind_ctpp_fin_ult1_purchase.count" 3.168000733477e-05 0.000193381961121335 0.000548546352166758
"164" "nomprov.TOLEDO" 3.15770037897361e-05 0.000124262016408405 0.000822819528250137
"165" "nomprov.ZARAGOZA" 3.07373199207079e-05 0.000447503591843206 0.00205704882062534
"166" "ind_deco_fin_ult1_4month_ago" 2.95688950794632e-05 2.28674506135983e-05 0.000274273176083379
"167" "ind_ctpp_fin_ult1_5month_ago" 2.94840143107881e-05 5.51142460362058e-05 0.000822819528250137
"168" "ind_deco_fin_ult1_8month_ago" 2.9434671559999e-05 1.89907481605409e-05 0.000274273176083379
"169" "ind_dela_fin_ult1_6month_ago" 2.90089046715806e-05 8.64127490000488e-05 0.000274273176083379
"170" "ind_ctop_fin_ult1_3month_ago" 2.83163503296101e-05 4.25050159887125e-05 0.000274273176083379
"171" "ind_reca_fin_ult1_5month_ago" 2.82922499244194e-05 1.8216136556425e-05 0.000685682940208448
"172" "ind_ctop_fin_ult1_2month_ago" 2.776270432413e-05 5.80006115205466e-05 0.000411409764125069
"173" "ind_nom_pens_ult1_7month_ago" 2.69090583477234e-05 2.02895209612804e-05 0.000411409764125069
"174" "ind_fond_fin_ult1_10month_ago" 2.67214419608072e-05 0.000123086422643406 0.000822819528250137
"175" "nomprov.BALEARS, ILLES" 2.66547854164996e-05 0.000134423445299115 0.000411409764125069
"176" "ind_valo_fin_ult1_7month_ago" 2.63695708425621e-05 3.96706768644996e-05 0.000685682940208448
"177" "nomprov.CORDOBA" 2.49442107101677e-05 0.000641465462850037 0.0013713658804169
"178" "ind_dela_fin_ult1_8month_ago" 2.3650704375799e-05 1.34240305612081e-05 0.000274273176083379
"179" "ind_reca_fin_ult1_8month_ago" 2.30623839611241e-05 7.97577927348035e-05 0.000411409764125069
"180" "nomprov.CADIZ" 2.21363197137507e-05 1.93097890128732e-05 0.00013713658804169
"181" "ind_ecue_fin_ult1_6month_ago" 2.20142959676641e-05 1.80705178318554e-05 0.000411409764125069
"182" "ind_hip_fin_ult1_5month_ago" 2.1914567372456e-05 0.000107082968490765 0.000822819528250137
"183" "indext.S" 2.14414346688065e-05 1.56154751042779e-05 0.000411409764125069
"184" "ind_valo_fin_ult1_10month_ago" 2.09034142579277e-05 2.1709049667464e-05 0.000411409764125069
"185" "ind_reca_fin_ult1_4month_ago" 1.50929587384816e-05 0.000118053461391549 0.000274273176083379
"186" "ind_reca_fin_ult1_3month_ago" 1.43285427889777e-05 4.75829345144946e-06 0.00013713658804169
"187" "ind_ctma_fin_ult1_4month_ago" 1.40506922999937e-05 2.36808072643695e-05 0.000548546352166758
"188" "ind_fond_fin_ult1_7month_ago" 1.37614484192413e-05 2.13639692059773e-06 0.00013713658804169
"189" "ind_deco_fin_ult1_3month_ago" 1.37470167896679e-05 0.000499670582552596 0.000411409764125069
"190" "ind_ctma_fin_ult1_9month_ago" 1.35858653269189e-05 1.23192389386215e-05 0.00013713658804169
"191" "ind_tjcr_fin_ult1_9month_ago" 1.35629224695221e-05 4.18731103451934e-06 0.000411409764125069
"192" "nomprov.CORUÑA, A" 1.32557509047358e-05 0.00034728267240673 0.000959956116291827
"193" "ind_nomina_ult1_6month_ago" 1.2914406968337e-05 7.69491871986973e-06 0.000411409764125069
"194" "ind_valo_fin_ult1_8month_ago" 1.18514165224932e-05 4.27210946685229e-05 0.00013713658804169
"195" "ind_ctpp_fin_ult1_8month_ago" 1.1489741364619e-05 3.44520164768454e-05 0.000274273176083379
"196" "ind_nom_pens_ult1_6month_ago" 1.06959237011518e-05 2.22654793925686e-05 0.00013713658804169
"197" "ind_fond_fin_ult1_6month_ago" 1.06598186149084e-05 8.04278953691015e-05 0.00013713658804169
"198" "ind_plan_fin_ult1_7month_ago" 1.00467396836005e-05 9.99284745952024e-05 0.000411409764125069
"199" "ind_ecue_fin_ult1_7month_ago" 9.38118351815161e-06 3.01533666391242e-06 0.00013713658804169
"200" "nomprov.GRANADA" 9.11194830623092e-06 0.000183181778837941 0.000548546352166758
"201" "ind_valo_fin_ult1_3month_ago" 9.07850427929775e-06 7.38400968137908e-06 0.00013713658804169
"202" "nomprov.MALAGA" 9.0116162254314e-06 1.19283109601619e-05 0.000274273176083379
"203" "ind_nomina_ult1_7month_ago" 8.6107040991929e-06 1.23187826890594e-05 0.000548546352166758
"204" "ind_valo_fin_ult1_5month_ago" 8.03351175072468e-06 3.02626996134585e-05 0.00013713658804169
"205" "nomprov.NAVARRA" 6.97352312545179e-06 0.000293633315742014 0.000822819528250137
"206" "ind_nom_pens_ult1_8month_ago" 6.70352835407987e-06 3.77643882977471e-06 0.00013713658804169
"207" "ind_nomina_ult1_5month_ago" 6.58854614030316e-06 2.25139963034411e-06 0.000274273176083379
"208" "ind_reca_fin_ult1_6month_ago" 6.00550102209087e-06 4.88440472522935e-06 0.000411409764125069
"209" "ind_plan_fin_ult1_8month_ago" 5.91626579272613e-06 6.28044214298354e-05 0.00013713658804169
"210" "indresi.N" 5.46631005726322e-06 0.000538342211976556 0.000411409764125069
"211" "ind_plan_fin_ult1_purchase.count" 5.37520974527336e-06 5.3705302876265e-06 0.00013713658804169
"212" "ind_valo_fin_ult1_4month_ago" 5.20555745962496e-06 8.86067251717864e-06 0.00013713658804169
"213" "ind_ctop_fin_ult1_8month_ago" 4.634040997193e-06 3.76814844139007e-06 0.00013713658804169
"214" "ind_fond_fin_ult1_4month_ago" 4.42511012348432e-06 4.36277515727356e-06 0.00013713658804169
"215" "nomprov.ALBACETE" 4.08843279549485e-06 4.45933870788793e-05 0.00013713658804169
"216" "ind_ecue_fin_ult1_8month_ago" 3.98864957443577e-06 3.00521014924125e-06 0.00013713658804169
"217" "ind_ctju_fin_ult1_8month_ago" 2.67525422786117e-06 0.000602939082143379 0.000274273176083379
"218" "nomprov.SALAMANCA" 2.50776096394058e-06 0.000175849987475347 0.000411409764125069
"219" "ind_ctju_fin_ult1_7month_ago" 2.4675989978336e-06 0.002090443687263 0.000548546352166758
"220" "ind_hip_fin_ult1_3month_ago" 2.40730142282219e-06 1.05743347444169e-05 0.00013713658804169
"221" "ind_reca_fin_ult1_2month_ago" 2.38881187289289e-06 4.83881593514241e-05 0.000274273176083379
"222" "ind_viv_fin_ult1_3month_ago" 2.23627828843817e-06 8.57451501743234e-06 0.00013713658804169
"223" "ind_hip_fin_ult1_2month_ago" 1.96538869360315e-06 1.21450573222583e-05 0.00013713658804169
"224" "ind_hip_fin_ult1_9month_ago" 1.94654797748921e-06 1.82804176685107e-05 0.00013713658804169
"225" "nomprov.CASTELLON" 1.94051312157531e-06 7.10016124953856e-05 0.000274273176083379
"226" "nomprov.HUESCA" 1.36200715145343e-06 0.00012883096629158 0.00013713658804169
"227" "ind_ctma_fin_ult1_10month_ago" 1.35504365607347e-06 2.89470873090639e-05 0.00013713658804169
"228" "ind_fond_fin_ult1_9month_ago" 1.08596191678163e-06 1.27105007582241e-06 0.00013713658804169


----------------------------------------------------------------------------------------------------


Feature importance for ind_cder_fin_ult1 

"Feature" "Gain" "Cover" "Frequence"
"1" "ind_cder_fin_ult1_1month_ago" 0.457421118601869 0.292800775653655 0.206896551724138
"2" "ind_cder_fin_ult1_2month_ago" 0.296470284932505 0.142309404168349 0.0640394088669951
"3" "ind_cder_fin_ult1_purchase.count" 0.127089224132065 0.0960869561437079 0.12807881773399
"4" "ind_cder_fin_ult1_4month_ago" 0.0567406271836454 0.310026688239572 0.152709359605911
"5" "ind_cder_fin_ult1_3month_ago" 0.0450094885871647 0.060577190255218 0.0492610837438424
"6" "ind_ecue_fin_ult1_purchase.count" 0.00637029151660673 0.0919242585293837 0.157635467980296
"7" "age" 0.00286343620866363 4.88990858780159e-05 0.0443349753694581
"8" "num.transactions" 0.00186718935791112 2.53679578094725e-05 0.0246305418719212
"9" "antiguedad" 0.00162092201865426 3.75091823874177e-05 0.0295566502463054
"10" "num.purchases.4.months.ago" 0.00127678988932328 0.00339289951010646 0.0344827586206897
"11" "renta" 0.000699823997275374 2.31851053881991e-05 0.0295566502463054
"12" "ind_ctop_fin_ult1_2month_ago" 0.000532048787258763 3.88909528254926e-06 0.00492610837438424
"13" "num.purchases.2.months.ago" 0.000507547255186051 2.50437023911848e-05 0.00985221674876847
"14" "ind_tjcr_fin_ult1_purchase.count" 0.000478435235245848 7.38826612155753e-06 0.00985221674876847
"15" "ind_tjcr_fin_ult1_3month_ago" 0.000404983624744108 8.06223330371292e-06 0.00985221674876847
"16" "total_products" 0.000248958222946433 0.00265906803389016 0.0147783251231527
"17" "num.purchases.3.months.ago" 0.000172023521389554 1.20192177387037e-05 0.00985221674876847
"18" "ind_cno_fin_ult1_2month_ago" 0.000103093100848842 4.37723948831446e-06 0.00492610837438424
"19" "ind_ecue_fin_ult1_8month_ago" 7.56213175745687e-05 3.92386614670851e-06 0.00492610837438424
"20" "birthday.month.Jan" 2.47218546744624e-05 7.6537799791269e-06 0.00492610837438424
"21" "birthday.month.Jun" 2.33706544468736e-05 1.54407342041792e-05 0.00492610837438424


----------------------------------------------------------------------------------------------------


Feature importance for ind_cno_fin_ult1 

"Feature" "Gain" "Cover" "Frequence"
"1" "ind_cno_fin_ult1_purchase.count" 0.760169873650828 0.140244053600706 0.0255139233124362
"2" "ind_nom_pens_ult1_1month_ago" 0.0575288418725128 0.0722464496942648 0.0103513631724741
"3" "ind_cno_fin_ult1_2month_ago" 0.0268811795945072 0.0360475426292262 0.00874763084997813
"4" "num.transactions" 0.0192116437178692 0.102669922281262 0.053214754337367
"5" "ind_cno_fin_ult1_3month_ago" 0.0139178417372417 0.0224034806118016 0.0128298585799679
"6" "antiguedad" 0.0119576275972583 0.067395428547991 0.0965155270447587
"7" "ind_recibo_ult1_1month_ago" 0.0118211268972236 0.0787334967829362 0.0239101909899402
"8" "age" 0.00842128224505037 0.0566653812301153 0.0943286193322642
"9" "num.purchases.1.months.ago" 0.00704716225706744 0.0189810876940616 0.0177868493949555
"10" "ind_cco_fin_ult1_1month_ago" 0.0068404636075947 0.0268128862723978 0.0211401078874471
"11" "ind_nom_pens_ult1_2month_ago" 0.005465508703985 0.00123844543529987 0.0045196092724887
"12" "ind_recibo_ult1_purchase.count" 0.00385845928300988 0.0111527332656909 0.0144335909024639
"13" "ind_nom_pens_ult1_purchase.count" 0.00381640746567632 0.0165306902849876 0.00947660008747631
"14" "ind_cno_fin_ult1_1month_ago" 0.00373987993947786 0.020914624065713 0.0147251785974632
"15" "num.purchases.4.months.ago" 0.00366964641119201 0.0186395400335888 0.0301793264324246
"16" "ind_nom_pens_ult1_4month_ago" 0.00366196116400623 0.00158701888901428 0.0065607231374836
"17" "renta" 0.0035574810595895 0.00927013273661141 0.0721679545123196
"18" "ind_cno_fin_ult1_4month_ago" 0.00339755599796612 0.0335825927310704 0.0147251785974632
"19" "ind_cco_fin_ult1_purchase.count" 0.00257598210080142 0.00955519560982523 0.0202653448024493
"20" "ind_cno_fin_ult1_8month_ago" 0.00249888996317227 0.00119260133733007 0.00422802157748943
"21" "ind_actividad_cliente" 0.00231412179161019 0.034887002931167 0.0163289109199592
"22" "activity.index.change" 0.00231388107406838 0.0344258635764974 0.0167662924624581
"23" "total_products" 0.00218707385859752 0.00814591070983215 0.0287213879574282
"24" "ind_tjcr_fin_ult1_1month_ago" 0.00212728246192663 0.00564736680156981 0.0137046216649657
"25" "ind_cno_fin_ult1_7month_ago" 0.00209382794740816 0.0011671237369419 0.00437381542498907
